,Texto,Texto limpio,Noticia,Frase/Pensamiento,Microficción
7478,La cabaña ardió con él dentro por tercera vez en esa semana. Aún adolorido continuó buscando una salida que no existía.,cabaña ardió dentro tercera vez semana aún adolorido continuó buscando salida existía,0,0,1
7479,-¿Nunca lo has hecho en un cine?- Susurras con voz divertida y retadora. - Pues creo que eso va a cambiar hoy. #jueverotic,nunca hecho cine susurras voz divertida retadora pues creo va cambiar hoy jueverotic,0,0,1
7480,"Tu sonrisa, siempre tu sonrisa... La de tus ojos, la de tu boca, la de tu sexo, todas provocan.",sonrisa siempre sonrisa ojos boca sexo todas provocan,0,0,1
7481,China creó una plaga para acabar con las demás razas. No pudo ver los resultados. Fue la primera víctima de la guerra nuclear,china creó plaga acabar demás razas pudo ver resultados primera víctima guerra nuclear,0,0,1
7482,"@megustaescribir -Un martes perdido en una isla del pacífico, el soldado James escribió, con su último aliento, la carta de amor más hermosa de la historia. Su compañero le hizo llegar una carta inteligible con arena en los pliegues pero ella supo descifrar su significado.
#martesmge",megustaescribir martes perdido isla pacífico soldado james escribió último aliento carta amor hermosa historia compañero hizo llegar carta inteligible arena pliegues supo descifrar significado martesmge,0,0,1
7483,"@megustaescribir Un martes perdido en una isla desierta contigo. Navegando en tu mirada, meciéndome en tu sonrisa. Tú testaruda con que la playa de al lado es mejor aunque esté repleta de cangrejos, arrugando tu nariz cuando sonríes... ¿Con quién más querría estar? #martesmge",megustaescribir martes perdido isla desierta contigo navegando mirada meciéndome sonrisa testaruda playa lado mejor aunque repleta cangrejos arrugando nariz sonríes quién querría martesmge,0,0,1
7484,"Un científico poco aseado fue el causante de crear, accidentalmente, una super raza de chinches. No vivió para lamentarse.",científico aseado causante crear accidentalmente super raza chinches vivió lamentarse,0,0,1
7485,"@megustaescribir Un martes perdido en una isla corrí entre las palmeras, por la blanca arena, trepé por los acantilados sin encontrarte. Triste, desconcertado, volví a sentirme vivo cuando el brillo de tu sonrisa iluminó el camino para volver a encontrarte.
#martesmge",megustaescribir martes perdido isla corrí palmeras blanca arena trepé acantilados encontrarte triste desconcertado volví sentirme vivo brillo sonrisa iluminó camino volver encontrarte martesmge,0,0,1
7486,"@megustaescribir Un martes perdido en una isla hice la figura de tu rostro con cáscaras de coco. Durante horas los lugareños me observaron. Nadie se atrevió a preguntar a quién representaba, todos sabían que aún vivía el luto de partida. #martesmge",megustaescribir martes perdido isla hice figura rostro cáscaras coco horas lugareños observaron nadie atrevió preguntar quién representaba sabían aún vivía luto partida martesmge,0,0,1
7487,"@megustaescribir Un martes perdido en una isla, la de tu tristeza, te convencí de que podíamos navegar juntos hacia un continente llamado felicidad. Bordeamos las costas durante meses, invencibles, imparables, hasta que un día desperté y habías zarpado sin mí. #martesmge",megustaescribir martes perdido isla tristeza convencí podíamos navegar juntos hacia continente llamado felicidad bordeamos costas meses invencibles imparables día desperté zarpado martesmge,0,0,1
7488,"@megustaescribir Un martes perdido en una isla griega te encontré regateando por un collar de caracolas por mera diversión e ir repartiendo caramelos y sonrisas entre los niños de la zona. Tus ojos se fundieron con los míos, por unos instantes fuimos uno. Entonces me acerqué a ti. #martesmge",megustaescribir martes perdido isla griega encontré regateando collar caracolas mera diversión ir repartiendo caramelos sonrisas niños zona ojos fundieron instantes entonces acerqué martesmge,0,0,1
7489,"@megustaescribir Un martes perdido en una isla, otro bajo las estrellas o en Singapur... Phileas Fogg fantaseaba con regresar a casa. #martesmge",megustaescribir martes perdido isla bajo estrellas singapur phileas fogg fantaseaba regresar casa martesmge,0,0,1
7490,"@megustaescribir -Un martes perdido en una isla.
-¿Esa es tu fantasía?
Asintió sin atreverse a decir que su fantasía era que ella le acompañara.
#martesmge",megustaescribir martes perdido isla fantasía asintió atreverse decir fantasía acompañara martesmge,0,0,1
7491,@megustaescribir Un martes perdido en una isla vi atracar un barco pirata. Furibundos bucaneros descargaban provisiones y yo me preguntaba cómo lo había hecho para viajar en el tiempo. #martesmge,megustaescribir martes perdido isla vi atracar barco pirata furibundos bucaneros descargaban provisiones preguntaba cómo hecho viajar tiempo martesmge,0,0,1
7492,@megustaescribir Un martes perdido en una isla encontré el mayor de los tesoros: a ti. #martesmge,megustaescribir martes perdido isla encontré mayor tesoros martesmge,0,0,1
7493,"La noche de aquel martes en el manicomio todos empezaron a cantar ""More than words"" mientras atacaban a los guardias y tomaban el control del recinto. Habían decidido hacer su versión moderna de ""Bodas de sangre"".

 #martesmge @megustaescribir",noche aquel martes manicomio empezaron cantar more than words mientras atacaban guardias tomaban control recinto decidido hacer versión moderna bodas sangre martesmge megustaescribir,0,0,1
7494,"Me informa @cuentoentuoido que el término correcto es sordo, no sordomudo. Una disculpa por mi ignorancia al respecto.",informa cuentoentuoido término correcto sordo sordomudo disculpa ignorancia respecto,0,0,1
7495,@VICDELUNA @ventanainfinita :´( podrías haber hecho parón la semana pasada que yo no pude participar :(,vicdeluna ventanainfinita podrías haber hecho parón semana pasada pude participar,0,0,1
7496,-Aquí morí yo-dijo el autoestopista riendo.El conductor frenó en seco y le golpeó hasta convertirlo en un amasijo sanguinolento,aquí morí yodijo autoestopista riendoel conductor frenó seco golpeó convertirlo amasijo sanguinolento,0,0,1
7497,"Aquel martes durante el embarque de la ropa, fotos, cartas y palabras que arrojabas por la ventana y que yo metía al coche supe que si había algo que no tolerabas bajo ningún concepto era la sinceridad. #martesmge",aquel martes embarque ropa fotos cartas palabras arrojabas ventana metía coche supe si tolerabas bajo ningún concepto sinceridad martesmge,0,0,1
7498,Aquel martes durante el embarque el soldado descubrió que toda aquella euforia y deseos de matar al enemigo se habían convertido en un miedo que solo se le pasaría si se quedaba abrazado a su madre. #martesmge,aquel martes embarque soldado descubrió toda aquella euforia deseos matar enemigo convertido miedo solo pasaría si quedaba abrazado madre martesmge,0,0,1
7499,Tardó toda una vida en disfrutar de su trabajo. Tardó en encontrar su vocación.Pasó de trabajar en un Vips a ser torturador en el inframundo.,tardó toda vida disfrutar trabajo tardó encontrar vocaciónpasó trabajar vips ser torturador inframundo,0,0,1
7500,"Parecía muy trabajador, siempre con el maletín a rebosar y yendo de un lado a otro. No sabían que eran billetes.",parecía trabajador siempre maletín rebosar yendo lado sabían billetes,0,0,1
7501,@megustaescribir Un martes me subí a un avión por primera vez y desde entonces la culpa me corroe. El mismo avión tuvo un accidente al día siguiente y el pasajero del asiento 27B murió ahogado. ¿Cómo iba a saber que no podía llevarme como recuerdo el chaleco salvavidas? #martesmge,megustaescribir martes subí avión primera vez entonces culpa corroe mismo avión accidente día siguiente pasajero asiento 27b murió ahogado cómo iba saber podía llevarme recuerdo chaleco salvavidas martesmge,0,0,1
7502,"-Lo nuestro es imposible.
-Y no volver a vernos imperdonable.
#jueverotic",imposible volver vernos imperdonable jueverotic,0,0,1
7503,@dongotes Muchas gracias 😊,dongotes muchas gracias,0,0,1
7504,No le hizo falta sacar la navaja ni amenazarla. Sólo con la manera de caminar y los tatuajes de sus brazos robó su corazón.,hizo falta sacar navaja amenazarla sólo manera caminar tatuajes brazos robó corazón,0,0,1
7505,"Absorbía su alma, su energía, se alimentaba de sus emociones jugando a llevarlas al extremo. No paró hasta tenerlo como quería... Muerto. #panicosiniestro",absorbía alma energía alimentaba emociones jugando llevarlas extremo paró tenerlo quería muerto panicosiniestro,0,0,1
7506,"Esa mirada vidriosa, perdida, le excitó hasta el orgasmo. Relajó sus manos y abrazó a la chica, aún caliente. Cuando se enfriara la enterraría en el sótano, junto al resto. #panicosiniestro",mirada vidriosa perdida excitó orgasmo relajó manos abrazó chica aún caliente enfriara enterraría sótano junto resto panicosiniestro,0,0,1
7507,"Me engañaste tan bien... Tu magia me enamoró. Tu sonrisa, tu cándida impulsividad... De pronto el teatro se derrumbó y supe que era un necrófilo. De tanto reprimirlo, ni siquiera te habías dado cuenta de que tu corazón ya estaba muerto. #panicosiniestro",engañaste tan bien magia enamoró sonrisa cándida impulsividad pronto teatro derrumbó supe necrófilo reprimirlo siquiera dado cuenta corazón muerto panicosiniestro,0,0,1
7508,"-Padre, Dios nos va a castigar.
-No tanto como me castigan tus caderas cuando veo que te alejas. #jueverotic",padre dios va castigar castigan caderas veo alejas jueverotic,0,0,1
7509,Entre sus brazos olvidaba que ella estaba casada y él era el segundo plato. Entre sus piernas que ambos eran mortales. #jueverotic,brazos olvidaba casada segundo plato piernas ambos mortales jueverotic,0,0,1
7510,"- ¿Para qué quiere tres hachas? - le preguntó curioso.
- Tengo una familia numerosa - e impaciente- respondió sonriendo.",quiere tres hachas preguntó curioso familia numerosa impaciente respondió sonriendo,0,0,1
7511,Los hoyuelos de tu espalda siguen siendo mi punto geográfico favorito. #jueverotic,hoyuelos espalda siguen siendo punto geográfico favorito jueverotic,0,0,1
7512,Sin darme cuenta mis manos aún buscan tu cadera y la estrechan imaginariamente contra mi entrepierna. #jueverotic,darme cuenta manos aún buscan cadera estrechan imaginariamente entrepierna jueverotic,0,0,1
7513,"Tú tratando de olvidarme. Mientras, yo escucho los audios que me grabadas con los orgasmos que te robaba con mis letras #jueverotic",tratando olvidarme mientras escucho audios grabadas orgasmos robaba letras jueverotic,0,0,1
7514,"@DagmarSola @erredeviturro @JJ_Kastle @informatifarero @CorbiLoreto @Ikormar @MaruBV13 Yo también, por favor.",dagmarsola erredeviturro jj_kastle informatifarero corbiloreto ikormar marubv13 favor,0,0,1
7515,"Todos mienten.
Le mandó a su amado un mensaje de despedida encapsulado en una romántica canción minutos cantes de acurrucarse en los brazos de su marido. #monoficción",mienten mandó amado mensaje despedida encapsulado romántica canción minutos cantes acurrucarse brazos marido monoficción,0,0,1
7516,"-Cuelga tú.
-No, tú primero.
-Los dos a la vez.
-Va. 1, 2 y 3...
-No has colgado.
-Tú tampoco.",cuelga primero dos vez va colgado tampoco,0,0,1
7517,¿Hay alguien ahí? Recibieron en el control de mando. El teniente mandó borrarlo de inmediato del registro y llamó a un conocido mafioso interestelar que se dedicaba a esclavizar civilizaciones para venderlas al mejor postor. #monoficción,alguien ahí recibieron control mando teniente mandó borrarlo inmediato registro llamó conocido mafioso interestelar dedicaba esclavizar civilizaciones venderlas mejor postor monoficción,0,0,1
7518,Las voces gritaban y jaleaban al siniestro Tyler y al divertido Butch. La pelea por el control de su cabeza había comenzado.,voces gritaban jaleaban siniestro tyler divertido butch pelea control cabeza comenzado,0,0,1
7519,"De tanto reprimir pestañear para ganar competencias de mirada fija, Sofía no puede cerrar los ojos para dormir",reprimir pestañear ganar competencias mirada fija sofía puede cerrar ojos dormir,0,0,1
7520,"Aquel martes durante el embarque todos le miraban perturbados. Así fue como pasó desapercibido el terrorista, mientras la multitud trataba de adivinar si el disfraz de su gancho era de payaso o de joker.  #martesmge",aquel martes embarque miraban perturbados así pasó desapercibido terrorista mientras multitud trataba adivinar si disfraz gancho payaso joker martesmge,0,0,1
7521,"- Aquel martes durante el embarque la vaca que iba detrás mío me empujó. 
Su padre lo miró entre enojado y decepcionado.
-¿Cómo te dejas? Por pequeño o por cordial que seas eres un león, aunque estés en el arca de Noé.
#martesmge",aquel martes embarque vaca iba detrás empujó padre miró enojado decepcionado cómo dejas pequeño cordial león aunque arca noé martesmge,0,0,1
7522,"-Si le eligen los ciudadanos, ¿cómo va a luchar contra la corrupción?
El político no pudo aguantar la risa.",si eligen ciudadanos cómo va luchar corrupción político pudo aguantar risa,0,0,1
7523,Nunca pensó que decirle a aquella mujer en el after eso de vendería mi alma al diablo por coger contigo fuera a suceder de verdad...,nunca pensó decirle aquella mujer after vendería alma diablo coger contigo suceder verdad,0,0,1
7524,Cuando se le acabaron las migas de pan Hansel empezó a usar partes del cuerpo de Gretel.,acabaron migas pan hansel empezó usar partes cuerpo gretel,0,0,1
7525,Creía que el inframundo era la culpa por matar a un peatón. En el infierno supo que era peor que ese hombre le atropellara una y otra vez.,creía inframundo culpa matar peatón infierno supo peor hombre atropellara vez,0,0,1
7526,"El infierno era como un mal de amor eterno, sólo dolía cuando respirabas.",infierno mal amor eterno sólo dolía respirabas,0,0,1
7527,"- No tengo dinero agente.
- Hágame una mamada.
Se bajó del carro sonriendo, le quitó la gorra y la lanzó al carril central.",dinero agente hágame mamada bajó carro sonriendo quitó gorra lanzó carril central,0,0,1
7528,"A medianoche, las estufas del mundo dejaron escapar su gas. #CuentosDe10",medianoche estufas mundo dejaron escapar gas cuentosde10,0,0,1
7529,"Encendió un cigarro con la estufa, y también la casa.  #CuentosDe10",encendió cigarro estufa casa cuentosde10,0,0,1
7530,"Calentó su corazón en la estufa, esperando que cobrara vida.
 #CuentosDe10",calentó corazón estufa esperando cobrara vida cuentosde10,0,0,1
7531,"Mi cuerpo, estufa de emociones, no soporta más tu ausencia.
 #CuentosDe10",cuerpo estufa emociones soporta ausencia cuentosde10,0,0,1
7532,@EnriquezGaldino @ONU_es @OVCSocial @M_RSeccion @EsUnMicrocuento @iMicrocuentos Educación.,enriquezgaldino onu_es ovcsocial m_rseccion esunmicrocuento imicrocuentos educación,0,0,1
7533,"El martes en la oficina es la competición oficial de torres de clips. Nuestro jefe hace que no se entera, como cuando hacemos horas extra. #martesmge",martes oficina competición oficial torres clips jefe hace entera hacemos horas extra martesmge,0,0,1
7534,"@megustaescribir Un martes me subí al avión, huyendo de un país en bancarrota, cargado de sueños y una promesa. Ahora me niego a cumplirla, no volveré, ahora este es mi hogar. #martesmge",megustaescribir martes subí avión huyendo país bancarrota cargado sueños promesa ahora niego cumplirla volveré ahora hogar martesmge,0,0,1
7535,"Los martes en la oficina revisaba metódicamente todas las redes sociales de ella, esperando encontrar el mensaje encriptado en el que le pidiera que volviera. #martesmge",martes oficina revisaba metódicamente todas redes sociales esperando encontrar mensaje encriptado pidiera volviera martesmge,0,0,1
7536,"El martes en la oficina Sebastián descubre, mientras se asfixia, que el enclenque de Luis no va a tolerar más que le robe su comida.

#martesmge",martes oficina sebastián descubre mientras asfixia enclenque luis va tolerar robe comida martesmge,0,0,1
7537,"El martes en la oficina todos son increíblemente educados después de que, un mal lunes, la secretaria, harta, grapara a la mesa esa mano larga.

#martesmge",martes oficina increíblemente educados después mal lunes secretaria harta grapara mesa mano larga martesmge,0,0,1
7538,"El martes en la oficina la fantasía de aparecer armado que revolotea los lunes se transforma en ilusión de que llegue la noche del jueves.

#martesmge",martes oficina fantasía aparecer armado revolotea lunes transforma ilusión llegue noche jueves martesmge,0,0,1
7539,"El martes en la oficina se derrumbó el edificio por el terremoto. Desde entonces tratamos de que el jefe entienda que los fantasmas no trabajan.

#martesmge",martes oficina derrumbó edificio terremoto entonces tratamos jefe entienda fantasmas trabajan martesmge,0,0,1
7540,@marta_bennoda @BenjaGM4 @Mralexxyoung Pues yo estoy haciendo mi aportación de mensajes.,marta_bennoda benjagm4 mralexxyoung pues haciendo aportación mensajes,0,0,1
7541,"El martes en la oficina me sirvió para  sacar mi rabia reprimida. También para descubrir que la carne humana sabe mejor que la de cerdo.

#martesmge",martes oficina sirvió sacar rabia reprimida descubrir carne humana sabe mejor cerdo martesmge,0,0,1
7542,@Sheelag6 ¿te asustó?,sheelag6 asustó,0,0,1
7543,"- Entonces, ¿Por ser el hijo del secretario no va a hacer nada?
- Señorita, comprenda...
Otra violación más quedó impune.",entonces ser hijo secretario va hacer señorita comprenda violación quedó impune,0,0,1
7544,@MariaLeiva93 De mi libro Juego de niños. Público microrrelatos cada día en @Narratorio https://t.co/XSS05teq8V,marialeiva93 libro juego niños público microrrelatos cada día narratorio,0,0,1
7545,- Gooool- gritó emocionado. Luis odiaba perder. Carlos lo supo cuando le ahorcó con el cable del mando de la Play Station.,gooool gritó emocionado luis odiaba perder carlos supo ahorcó cable mando play station,0,0,1
7546,El hermano de Luis acabo con la competencia de enamorados por ver quién colgaba primero con un sartenazo en la cabeza.,hermano luis acabo competencia enamorados ver quién colgaba primero sartenazo cabeza,0,0,1
7547,Saúl miraba cómo se terminaba la sopa su compañero y sonrió satisfecho. En unas horas nadie le disputaría el cargo de director.,saúl miraba cómo terminaba sopa compañero sonrió satisfecho unas horas nadie disputaría cargo director,0,0,1
7548,"@Gamacupe Muchas gracias, espero que tu día también sea sensacional :)",gamacupe muchas gracias espero día sensacional,0,0,1
7549,@Lecturalia El gigante dio tal salto que a su alrededor todos levitaron.,lecturalia gigante dio tal salto alrededor levitaron,0,0,1
7550,@JJ_Kastle @herrera_fk ¿Betear?,jj_kastle herrera_fk betear,0,0,1
7551,"@Loff4you Yo, con que retuitees uno de mis microrrelatos que te guste, ya soy feliz :)",loff4you retuitees microrrelatos guste feliz,0,0,1
7552,El inventor de la inteligencia artificial viajó al pasado para matar a su yo más joven,inventor inteligencia artificial viajó pasado matar joven,0,0,1
7553,Los ricos no se imaginaban que los pobres también podían hackear androides y drones. La zona 1 quedó devastada en horas.,ricos imaginaban pobres podían hackear androides drones zona quedó devastada horas,0,0,1
7554,Los celulares se sacrificaron por el bien mayor. En apenas una hora el 99% de los humanos eran confeti.,celulares sacrificaron bien mayor apenas hora humanos confeti,0,0,1
7555,"Un pulso electromagnético acabó con los androides y la guerra inició. No sabían cultivar, la carne humana era la única opción.",pulso electromagnético acabó androides guerra inició sabían cultivar carne humana única opción,0,0,1
7556,"Año 2056. Desde que producen en serie órganos vitales en laboratorios, conseguir oxígeno sin trabajar es muy complicado.",año producen serie órganos vitales laboratorios conseguir oxígeno trabajar complicado,0,0,1
7557,"Mientras la vecina del quinto veía la televisión la del cuarto dormía; la del primero perdonaba una indiscreción, la del segundo dejaba una almohada en el sofá para su marido y la del tercero... La del tercero preparaba el remedio cansada de aguantar abusos.
#LocosInfinitos",mientras vecina quinto veía televisión cuarto dormía primero perdonaba indiscreción segundo dejaba almohada sofá marido tercero tercero preparaba remedio cansada aguantar abusos locosinfinitos,0,0,1
7558,"-Me encanta Shakespeare.
-¿Sí? ¿Cuál es tu obra favorita?
-No hombre, hablo de su look retro. Tú eres raro…",encanta shakespeare cuál obra favorita hombre hablo look retro raro,0,0,1
7559,@kimus84 Toda ficción tiene su parte de realidad :),kimus84 toda ficción parte realidad,0,0,1
7560,"@Lecturalia Subida al techo de su vehículo de camuflaje, observaba absorta la bella fiereza del mar.",lecturalia subida techo vehículo camuflaje observaba absorta bella fiereza mar,0,0,1
7561,"@_QueGonorrea_ ¿Te dejó en visto? ¿Respondió: ""Ok""?",_quegonorrea_ dejó visto respondió ok,0,0,1
7562,"""¡Mira, sin manos!"", le dijo el chófer a su novia segundos antes de estrellar el camión contra la base del puente.",mira manos dijo chófer novia segundos estrellar camión base puente,0,0,1
7563,"@_QueGonorrea_ Obvio, como a todo buen romántico en bancarrota que se precie 🤣",_quegonorrea_ obvio buen romántico bancarrota precie,0,0,1
7564,"¿Cómo negarse a un trío con dos damas tan hermosas? Una de cabello oscuro, pelo chino y cuerpo de infarto. La otra lamedora experta que le hacía moverse a su compás. Desde esa primera vez quedó enamorado y si no hay mar de por medio el sexo pierde su significado. #jueverotic",cómo negarse trío dos damas tan hermosas cabello oscuro pelo chino cuerpo infarto lamedora experta hacía moverse compás primera vez quedó enamorado si mar medio sexo pierde significado jueverotic,0,0,1
7565,"Todos le miran raro porque no tiene pareja, porque en las noches no va de fiesta, se pierde en la playa. Lo que no saben es que allí se encuentra con su amante, inabarcable, interminable, revoltoso e insaciable. #jueverotic",miran raro pareja noches va fiesta pierde playa saben allí encuentra amante inabarcable interminable revoltoso insaciable jueverotic,0,0,1
7566,"Siente un cuerpo que arremete contra el suyo. No tiene nombre ni rostro, tan solo una feliz coincidencia que puede disfrutar agarrada a la barandilla del crucero, extasiada por la belleza del mar, por la brisa salada acariciando su cuerpo. #jueverotic",cuerpo arremete nombre rostro tan solo feliz coincidencia puede disfrutar agarrada barandilla crucero extasiada belleza mar brisa salada acariciando cuerpo jueverotic,0,0,1
7567,"Mecidos por las olas y acompañados por la luna forcejeamos con el agua para ser uno. Besos salados, corrientes que se confunden en caricias y un orgasmo que les inunda pese a estar rodeados de agua.
#jueverotic",mecidos olas acompañados luna forcejeamos agua ser besos salados corrientes confunden caricias orgasmo inunda pese rodeados agua jueverotic,0,0,1
7568,"@jesumrd @lau_villagran Al margen de otras posibles interpretaciones:
Una persona acude a ver a otra diciéndole que no le va a sobornar porque tenga una fotografía de la que podría sacar beneficio. La otra  persona solo quería que fuera a verle para poder matarle.",jesumrd lau_villagran margen posibles interpretaciones persona acude ver diciéndole va sobornar fotografía podría sacar beneficio persona solo quería verle poder matarle,0,0,1
7569,"@jesumrd @lau_villagran se me hacía más atractiva la idea de sobornar que la de extorsionar, pero en ambos casos el objetivo y el resultado sería el mismo",jesumrd lau_villagran hacía atractiva idea sobornar extorsionar ambos casos objetivo resultado mismo,0,0,1
7570,Recorrió el país de norte a sur. Para cuando le capturaron ya había dejado tras de sí 49 cadáveres en la carretera.,recorrió país norte sur capturaron dejado tras cadáveres carretera,0,0,1
7571,"Subió a la azotea para apreciar su obra. Me falta uno, pensó.Desde abajo nadie diría que los cuerpos diseminados fueran un mensaje",subió azotea apreciar obra falta pensódesde abajo nadie diría cuerpos diseminados mensaje,0,0,1
7572,@JesusMs_97 Muchas gracias por tu apoyo. 🙂,jesusms_97 muchas gracias apoyo,0,0,1
7573,"La sirena tenía en su colección centenares de mensajes en botellas. Su fascinación, fruto de la desesperación de los náufragos, era el museo más visitado del fondo marino. #monoficción",sirena colección centenares mensajes botellas fascinación fruto desesperación náufragos museo visitado fondo marino monoficción,0,0,1
7574,"Cuando bebía buscaba pelea y recibía golpes hasta que se venía. Después sacaba la placa, Los esposaba y los hacía desaparecer.",bebía buscaba pelea recibía golpes venía después sacaba placa esposaba hacía desaparecer,0,0,1
7575,-El mensaje que no llega es el que no se envía - dijo cínicamente mientras se aseguraba de que no quedaba rastro de que le había clonado el teléfono. #monoficción,mensaje llega envía dijo cínicamente mientras aseguraba quedaba rastro clonado teléfono monoficción,0,0,1
7576,"Ser un gnomo tenía sus ventajas, cabía en cualquier recoveco.",ser gnomo ventajas cabía cualquier recoveco,0,0,1
7577,La abogada del diablo no tenía ni idea de leyes pero sus curvas y sus artes amatorias lo compensaban generosamente.,abogada diablo idea leyes curvas artes amatorias compensaban generosamente,0,0,1
7578,"Desenterró una caja que tenía escrita en la tapa una fecha: 27/04/1956. Dentro solo había una nota que rezaba: ""Los políticos siguen siendo corruptos, ¿verdad? Sigue creyendo en ellos"" #monoficción",desenterró caja escrita tapa fecha dentro solo nota rezaba políticos siguen siendo corruptos verdad sigue creyendo monoficción,0,0,1
7579,@gordocontrapo Hecho.,gordocontrapo hecho,0,0,1
7580,Al principio fue excitante que le esposaron. Tras tres días el placer se había convertido en dolor y miedo.,principio excitante esposaron tras tres días placer convertido dolor miedo,0,0,1
7581,"-Agente, ando perdido. ¿La calle Monterrey?
- No es de aquí, ¿verdad?
-No.
-Suba a mi carro.
-No hace...
-¡Arriba, chingaos!",agente ando perdido calle monterrey aquí verdad suba carro hace arriba chingaos,0,0,1
7582,"La puerta caprichosa que es tu boca me confunde y me doblega. A veces lejos es cerca, otras estando tan cerca que casi somos uno, me aleja con un directo hecho palabras. Ha sido así que lo he entendido: ""qué importa ser poeta o ser basura"".
#locosinfinitos
https://t.co/eaBEZAOzup",puerta caprichosa boca confunde doblega veces lejos cerca tan cerca casi aleja directo hecho palabras sido así entendido importa ser poeta ser basura locosinfinitos,0,0,1
7583,"- Por favor,no me pegues más- gemía tratando de protegerse.
Para ella eso era música para sus oídos. Volvió a alzar el martillo",favorno pegues gemía tratando protegerse música oídos volvió alzar martillo,0,0,1
7584,"Perdido en una tormenta de arena que me arañaba y me quemaba decidí no volver a dejarme llevar por esa puerta caprichosa, sabiendo que si salía vivo sucumbiría a su encanto nuevamente.

#locosinfinitos",perdido tormenta arena arañaba quemaba decidí volver dejarme llevar puerta caprichosa sabiendo si salía vivo sucumbiría encanto nuevamente locosinfinitos,0,0,1
7585,"Encontraron su cadáver tres días después. Su alma todavía vaga atragantada en el llanto de millones de personas, tratando de llenar el vacío que les corroe.",encontraron cadáver tres días después alma todavía vaga atragantada llanto millones personas tratando llenar vacío corroe,0,0,1
7586,La guerra contra el terrorismo iba viento en popa. La venta mundial de armas era el negocio más próspero para los illuminati.,guerra terrorismo iba viento popa venta mundial armas negocio próspero illuminati,0,0,1
7587,"La puerta, caprichosa, decidió en el peor momento no dar su brazo a torcer y dejar que abriera la cerradura hasta que aquel desconocido me alcanzó y me molió a palos. Pero mi venganza está cerca, ya tengo la motosierra.

#locosinfinitos",puerta caprichosa decidió peor momento dar brazo torcer dejar abriera cerradura aquel desconocido alcanzó molió palos venganza cerca motosierra locosinfinitos,0,0,1
7588,"La puerta caprichosa lleva a infinidad de mundos. Casi nadie se ha percatado, piensan, simplemente, que es la entrada a una librería...
#Locosinfinitos",puerta caprichosa lleva infinidad mundos casi nadie percatado piensan simplemente entrada librería locosinfinitos,0,0,1
7589,"-Así que estuviste tratando de llegar a clase pero cada vez que abrías la puerta de tu casa te llevaba a una habitación diferente?
-Una puerta caprichosa - se defendió.
-Y una falta de asistencia con una explicación muy curiosa...

#locosinfinitos",así tratando llegar clase cada vez abrías puerta casa llevaba habitación diferente puerta caprichosa defendió falta asistencia explicación curiosa locosinfinitos,0,0,1
7590,"-Puerta caprichosa la de tu corazón, que se abre y se cierra sin aviso ni compasión...
-¿Lo tomas o lo dejas?
-Sabes que para mí es imposible decirte que no.

#locosinfinitos",puerta caprichosa corazón abre cierra aviso compasión tomas dejas sabes imposible decirte locosinfinitos,0,0,1
7591,@Gamacupe @CorbiLoreto Saludos 😃,gamacupe corbiloreto saludos,0,0,1
7592,"-No se puede estacionar aquí. 
-Son dos minutos.
-Muévase.
-¿Y si le compro un helado? 
-Pero que sea de fresa. Y de doble bola.",puede estacionar aquí dos minutos muévase si compro helado fresa doble bola,0,0,1
7593,@jardindebonsais Gracias,jardindebonsais gracias,0,0,1
7594,"@jardindebonsais A ver si participo en más retos tuyos, que luego se me va la cabeza y no me acuerdo hasta que ha pasado el plazo.",jardindebonsais ver si participo retos luego va cabeza acuerdo pasado plazo,0,0,1
7595,"@jardindebonsais Puro cliché, aunque acabo de escribir otro micro sobre suegras en mi timeline 🤣🤣 Habrá que escribir alguno que hable bien de ellas para compensar. La mía es maravillosa (por si le da por leerme).",jardindebonsais puro cliché aunque acabo escribir micro suegras timeline escribir alguno hable bien compensar maravillosa si da leerme,0,0,1
7596,"@LauJCastelo @jardindebonsais Tranquila, tengo un amuleto que me protege de maldiciones, males de ojo y miradas de desaprobación de suegras.",laujcastelo jardindebonsais tranquila amuleto protege maldiciones males ojo miradas desaprobación suegras,0,0,1
7597,El microrrelatista tenía tal sequía literaria que #tuitutil publicaba más en su timeline que él.,microrrelatista tal sequía literaria tuitutil publicaba timeline,0,0,1
7598,Pasaban las noches buscando el nombre más desconocido de un escritor para alardear frente a sus colegas. Yo nada más escribía.,pasaban noches buscando nombre desconocido escritor alardear frente colegas escribía,0,0,1
7599,Entre las brumas apareció montando un corcel blanco. Todos miraban estupefactos. Nunca habían visto a la muerte engalanada para acudir a una boda. #retoseptiembre24,brumas apareció montando corcel blanco miraban estupefactos nunca visto muerte engalanada acudir boda retoseptiembre24,0,0,1
7600,"Durante 10 minutos seguí a una silueta, embelesado con sus nalgas. La silbé, se giró y se me congeló la sonrisa. Era mi madre.",minutos seguí silueta embelesado nalgas silbé giró congeló sonrisa madre,0,0,1
7601,"-Si quieres ese puesto vas a tener que hacerme una buena chamba, me dijo Elba Esther Gordillo",si quieres puesto vas tener hacerme buena chamba dijo elba esther gordillo,0,0,1
