index,Texto,Texto limpio,Categoría
7401,"Había dejado suficientes mensajes para todo aquel que quisiera socializar. Su ex recibió más de un centenar de llamadas gracias a su pequeña venganza.
@siqueimporta",dejado suficientes mensajes aquel quisiera socializar ex recibió centenar llamadas gracias pequeña venganza siqueimporta,Microficción
241,"No hay que disfrazar ni ocultar lo que sentimos, hay que decirlo tal como lo pensamos.",cuarta transformación transformación feminista sánchez cordero,Frase/Pensamiento
6989,Siempre era el malo de la película y cualquier mérito era ajeno.Sólo podía ser o el padre de un adolescente o un editor.,siempre malo película cualquier mérito ajenosólo podía ser padre adolescente editor,Microficción
7150,Desnudez en mis letras frente a opacidad por tu bloqueo. #DESAMORVIRTUAL,desnudez letras frente opacidad bloqueo desamorvirtual,Microficción
5235,Había dejado suficientes mensajes para todo aquel que quisiera socializar pero no contaba con que la primera botella con el mensaje la abrirían 27 años después de que él muriera.,dejado suficientes mensajes aquel quisiera socializar contaba primera botella mensaje abrirían años después muriera,Microficción
3277,Crece sector a favor de volver a posponer o cancelar los JO | Tuit https://t.co/zgupXhkRWO https://t.co/wmITI0dy2l,terminó gustando pensé,Noticia
3036,18% de los municipios del país concentran el 100% de los feminicidios https://t.co/sk04q5rjZd https://t.co/MmBsIfevik,nacimos cometer errores fingir ser perfectos,Noticia
4573,"Presidente de Bolivia recibirá vacuna rusa contra Covid-19 ‘como muestra de confianza’
https://t.co/Ec63ohdoVu https://t.co/ANjPSpU0ZE",piensa cree sueña atrévete,Noticia
7352,"Aquel martes en la piscina descubrí que la leyenda de que el agua se ponía azul si orinabas era cierta.
#martesmge",aquel martes piscina descubrí leyenda agua ponía azul si orinabas cierta martesmge,Microficción
4824,MLS: Da Inter Miami las gracias a Diego Alonso https://t.co/XBqNuEdlnW https://t.co/AmCQIvLPvX,ámame,Noticia
4383,Las últimas fotos de Trump como presidente 45 de EU https://t.co/awYNeWhZ8Y https://t.co/71eEeOB94z,personas realmente quieren nunca abandonan,Noticia
6677,No le importó que aquella esmeralda acabara costando doce muertos.,importó aquella esmeralda acabara costando doce muertos,Microficción
1332,"""No guardo rencor pero tengo memoria.""",pandemia covid deja millones casos suma medio millón horas,Frase/Pensamiento
7109,"Te desperté un martes con prisas. 
-Javier, mi mujer ha regresado antes de tiempo. #martesmge",desperté martes prisas javier mujer regresado tiempo martesmge,Microficción
884,"En la vida no perdemos amigos, solo descubrimos quienes son los verdaderos.",aristeguienvivo nunca historia eeuu ocurrido situación ayer cambio gobierno representa cambio profundo comportamiento tradicional sistema político electoral país olgapellicer,Frase/Pensamiento
6562,"El último día.
-Mamá, ¿Qué es eso rojo? - preguntó el niño apuntando al cielo.
#historiaslocasmge",último día mamá rojo preguntó niño apuntando cielo historiaslocasmge,Microficción
3728,"Oligarquía de Estados Unidos aniquila al Trumpismo | Artículo de @CTSUAMRG 
https://t.co/ufU3quMi5U https://t.co/U9aae4bHM6",amor mantenerse enamorado pesar peleas discusiones luchar cosas puedan mejorar amor,Noticia
5686,"ANUNCIO
Cambio colección de desengaños por algo de amor real. #cuentosde10",anuncio cambio colección desengaños amor real cuentosde10,Microficción
4846,#Deportes: Mandan a las regaderas a los dos directores técnicos | Video https://t.co/CfDiSEe9Zx https://t.co/YKs9QkVjIU,enamórate alguien cómodo silencio alguien necesite palabras saber hora darte beso,Noticia
5227,Te escribí un martes una carta amor y el miércoles una de odio. ¿Cómo te hago entender que soy bipolar?,escribí martes carta amor miércoles odio cómo hago entender bipolar,Microficción
3497,"Cambio climático, principal problema ambiental para la Tierra en el siglo XXI... y XXII | #Video
https://t.co/rsSvWKrhxK https://t.co/IEutodbGzc",abrazo significa necesito beso significa amo llamada significa extraño,Noticia
1016,"No te aferres al pasado, mejor disfruta al máximo tu presente y no te preocupes demasiado por el futuro.",eu exigirá pruebas negativas coronavirus pasajeros internacionales,Frase/Pensamiento
1526,"De todas las cosas que llevas puestas, tu actitud es la más importante.",mundo recuerda víctimas holocausto eventos línea,Frase/Pensamiento
5162,Desde niñas a las sirenas les enseñaban toda suerte de cantos para embaucar a los hombres. Ella solo cantaba Death Metal. #locosinfinitos,niñas sirenas enseñaban toda suerte cantos embaucar hombres solo cantaba death metal locosinfinitos,Microficción
7367,"- #TengoElDonDe pasar desapercibido.
- ¿Alguien dijo algo?
#microcuento #LYF15 #ED_DE #trastearletras #ForoDeEs #MiFiTi",tengoeldonde pasar desapercibido alguien dijo microcuento lyf15 ed_de trastearletras forodees mifiti,Microficción
3643,#FelizMartes 🙂 | Dosifican entrega de vacunas a México; caso Cienfuegos pega a diplomacia; muerte del hijo de 'El Azul' y más. Sigue nuestro programa en #AristeguiEnVivo 👉 https://t.co/i2yMSPgazO https://t.co/nkMoCQX4Lq,confiar alguien enseñó confiar nadie,Noticia
7516,"-Cuelga tú.
-No, tú primero.
-Los dos a la vez.
-Va. 1, 2 y 3...
-No has colgado.
-Tú tampoco.",cuelga primero dos vez va colgado tampoco,Microficción
6305,"Adiós
Sus palabras se le clavaron como púas de horqueta.
#cuentosde10",adiós palabras clavaron púas horqueta cuentosde10,Microficción
7275,-Taxi - gritó apremiante embutido en su traje gris y con un inconfundible aire de superioridad. - Peatón- le respondió sin reducir la marcha,taxi gritó apremiante embutido traje gris inconfundible aire superioridad peatón respondió reducir marcha,Microficción
1142,"Y de tantas personas que hay en el mundo, siempre te seguiré eligiendo a ti.",aristeguienvivo directo maripina menéndez directora ejecutiva savechildrenmx conocer plataforma organización lanzado ayudar niños adultos afrontar duelo contexto,Frase/Pensamiento
4909,"-Feliz día de la madre - le dijo Luisito mientras sostenía frente a ella un ramo de orejas cortadas.

#PanicoSiniestro",feliz día madre dijo luisito mientras sostenía frente ramo orejas cortadas panicosiniestro,Microficción
5018,"Me acerco por detrás y te agarro de la cintura, beso tu cuello, te aprietas contra mí antes de darte la vuelta. Empieza a oler a quemado, y no sé si es la comida o somos nosotros. #jueverotic",acerco detrás agarro cintura beso cuello aprietas darte vuelta empieza oler quemado sé si comida jueverotic,Microficción
4014,"#LoMejordeAristeguienVivo | Dióxido de cloro e Ivermectina no son efectivos contra Covid-19 | Reporteros de la mañanera deben hacerse pruebas: Investigadora
https://t.co/HCVV0gjBuE https://t.co/xbShJQcVqd",nublado vista creo voy llover,Noticia
2935,"A un año de la primera muerte por Covid, la cifra se acerca hoy a los 2 millones | Fotos https://t.co/lIAZrcF7FK https://t.co/s696mSeM2z",aprendí veces arriesga pierde perdiendo gana,Noticia
3850,Celebración de los 80 años de Plácido Domingo https://t.co/a8Z27mzI31 https://t.co/DnRCYSQQgE,quiero amor perfecto solo quiero,Noticia
3335,"#AristeguiEnVivo | En tiempos de pandemia, la cultura no es un lujo, es una necesidad. Este jueves 28 de enero, se realizará #LaNocheDeLasIdeas, una serie de debates, mesas, música y juegos organizado por @FranciaenMexico y el @IFALcasaFrancia 👉 https://t.co/3TfngYvsnf https://t.co/Z46fzaTcbC",hola insomnio bienvenido vez,Noticia
277,"Una persona que está dispuesta a hacer lo que sea para poner una sonrisa en tu cara, vale la pena mantenerla cerca.",dea explicar quién fabricó expediente cienfuegos amlo,Frase/Pensamiento
6794,"@megustaescribir -¡Ser pobre es horrible!- suspiró Meg un martes, entristecida de ver timelines de personas que se desnudaban u ofrecían sexo por un poquito de atención. #martesmge",megustaescribir ser pobre horrible suspiró meg martes entristecida ver timelines personas desnudaban u ofrecían sexo poquito atención martesmge,Microficción
2703,Pide FBI colaboración ciudadana para identificar a instigadores del asalto al Capitolio https://t.co/uo9i8jhxs5 https://t.co/ybCB09HntY,quiero incluido defectos pasado errores sonrisa bromas sarcasmo celos enojos,Noticia
2230,"""La mirada es el lenguaje del corazón.""",gobierno cdmx realiza estudio detectar casos reinfección covid19,Frase/Pensamiento
7267,"Pese a las muecas y los susurros hilarantes, el niño no le hizo caso. Bajo ningún concepto iban a medicarle, se arriesgaba a dejar de verle.",pese muecas susurros hilarantes niño hizo caso bajo ningún concepto iban medicarle arriesgaba dejar verle,Microficción
754,"""Si me alejo no es porque no te quiera, sólo que entendí que no me necesitas.""",raymundo collins devuelva dinero robó sheinbaum,Frase/Pensamiento
1875,Me quiero en tu vida.,lomejordearisteguienvivo trump incitó ataque capitolio mentiras elecciones abogado siete países respondido solicitudes fgr caso odebrecht quinto elemento lab video,Frase/Pensamiento
4713,"#AristeguiEnVivo | Hablamos en directo con @Netzai_Sandoval, Titular del Instituto Federal de Defensoría Pública, sobre la reforma judicial que modifica es estatus del instituto https://t.co/Qma53Hp4rb https://t.co/Kh1wr1LyUg",sólo desearía aquí,Noticia
2485,Biden revoca veto que prohibía que personas transgénero sirvieran en el Ejército https://t.co/NG3EfmiglN https://t.co/9n4sYGWgPG,invitan coloquio abordar retos sistema salud pandemia,Noticia
2064,"""No importa que durmamos separados, mientras soñemos juntos.""",vacunas hospitales privados columnaspolíticas jueves,Frase/Pensamiento
3224,"2020: el rescate de Cienfuegos y más poder al Ejército
https://t.co/fYtZW6tSqP https://t.co/Ttmjs6tGfB",confío fácilmente así diga confío favor hagas arrepienta,Noticia
6312,"Siento tu mirada recorriendo mi cuerpo apenas entro a la cocina. Ni siquiera me das tiempo a sacar la harina. Otro día te vas sin desayunar, con la eterna promesa de probar mis hot cakes. #jueverotic",siento mirada recorriendo cuerpo apenas entro cocina siquiera das tiempo sacar harina día vas desayunar eterna promesa probar hot cakes jueverotic,Microficción
6800,"Su madre ya no sabía qué hacer con él. Le había regalado blocs, lienzos… Y sin embargo todas las criaturas que imaginaba acababan pintadas en las paredes. Por mucho que lo intentara no podía dejar de convertirlos en piedra.",madre sabía hacer regalado blocs lienzos embargo todas criaturas imaginaba acababan pintadas paredes intentara podía dejar convertirlos piedra,Microficción
3290,Sí es recomendable que se vacunen los que ya tuvieron Covid-19: especialista https://t.co/Fjn3oAgDAC https://t.co/J0T5jnDmvD,llegaste día espero nadie,Noticia
3913,Sinovac dice que su vacuna anti-Covid es más efectiva con mayor intervalo entre dosis https://t.co/PGfvtOj5c7 https://t.co/nA2LhgOAz5,quiero ilusionarme miedo decepcionarme,Noticia
4020,"#AristeguiEnVivo | Hay que estar a las vivas. Esto no es exclusivo de un gobierno, de un estado o de un sexenio; es algo que ha sucedido históricamente: @kmiret 👉 https://t.co/pQcpp7zxIB https://t.co/0p1nIu2ULF",valórate suficiente alejarte gente hunde,Noticia
608,"""Respira, inspira, ignora y vive.""",méxico podría aprobar dos días vacuna rusa sputnik v arturo herrera,Frase/Pensamiento
3921,Mayoría de estadounidenses apoya que se enjuicie a Trump: Esquivel https://t.co/xfOCraK1CR https://t.co/NxHxjOoOxp,suerte triunfar vida llama creer,Noticia
5233,El olor a carne quemada inundaba toda la calle y el miedo se fue apoderando de mí según me acercaba a mi destino al comprobar que emanaba de allí. Se tomaban muy en serio lo satánico… Nunca llegué a entrar en esa iglesia #mismofinal,olor carne quemada inundaba toda calle miedo apoderando según acercaba destino comprobar emanaba allí tomaban serio satánico nunca llegué entrar iglesia mismofinal,Microficción
4440,Anota 'Chucky' un golazo en la victoria del Napoli https://t.co/skoy2JZjs3 https://t.co/xdzdqXKTYN,lucha quieres nadie va hacer,Noticia
5426,"@CajonRelatos Se acostaron tarde, agotados. Ella apenas se quitó el vestido de novia, que quedó hecho una bola en el suelo. El sol de mediodía les despertó felices, enamorados. Y tenían tanto hambre el uno del otro que optaron por aprovechar sus besos como desayuno improvisado. #mismofinal",cajonrelatos acostaron tarde agotados apenas quitó vestido novia quedó hecho bola suelo sol mediodía despertó felices enamorados hambre optaron aprovechar besos desayuno improvisado mismofinal,Microficción
7101,"@MarinMpv Lo primero que te quejas de las religiones pero eres igual: Lo real: Dios no existe, lo cual que me dice que tu mente es cerrada y radical.",marinmpv primero quejas religiones igual real dios existe dice mente cerrada radical,Microficción
2278,"#Dinero con @galvanochoa | El gasto en publicidad del gobierno actual en 2020 fue de 654 millones de pesos, un presupuesto muy por debajo de los 9 mil 132 millones que gastó el sexenio de Peña Nieto en su último año https://t.co/KA3gt1KPLU https://t.co/9LE1KZwNsr",marcelo ebrard da negativo covid19 segunda prueba pcr,Noticia
2840,"#AristeguiEnVivo | Los colectivos tan garantistas de la presunción de inocencia ahora me descalifican por no ejercer acción penal sin elementos, ¿de dónde salen los centavos?: Alejandro Gertz Manero, titular de @FGRMexico 

Aquí 👉https://t.co/nprYmejCt6 https://t.co/SAWTu5BpFT",primera vez vi honestamente sabía ibas ser tan importante,Noticia
2567,"2020 fue un año de sufrimiento por la pandemia: AMLO; '2021, va a ser mejor', afirma | #Video
https://t.co/HlBZEXi4A4 https://t.co/1Jr5Gvnl72",niñonautas kmiret dice cómo inventar propio lenguaje,Noticia
5108,"@jardindebonsais ""Escondido tras las cañas duerme"" Blas. En el pueblo todos se burlan de él pero no le importa, porque cada luna llena uno de ellos agoniza expiando las faltas de los demás que, nerviosos, se culpan entre ellos generando aún más caos. ¿Y quién va a desconfiar del tonto de Blas?",jardindebonsais escondido tras cañas duerme blas pueblo burlan importa cada luna llena agoniza expiando faltas demás nerviosos culpan generando aún caos quién va desconfiar tonto blas,Microficción
7682,"El martes en el templo de Debod tu sonrisa resonaba en las vetustas piedras bañadas por el sol, brillando como nunca. Los niños reían sin saber por qué y nueve hombres y dos mujeres se enamoraron de ti declarándote faraona, creadora de ese pedacito de cielo. #martesmge",martes templo debod sonrisa resonaba vetustas piedras bañadas sol brillando nunca niños reían saber nueve hombres dos mujeres enamoraron declarándote faraona creadora pedacito cielo martesmge,Microficción
4353,Los desafíos de la democracia en Estados Unidos y en el mundo | Artículo de @RogelioMunizT https://t.co/4wJGQ2OE8b https://t.co/LfAOD1y26r,disculpa aceptada confianza acabada,Noticia
5818,"A primera vista eran empáticos y emotivos. Pero si un niño hablaba con ellos te dabas cuenta de que eran señores disfrazados de personas.
@siqueimporta",primera vista empáticos emotivos si niño hablaba dabas cuenta señores disfrazados personas siqueimporta,Microficción
396,"Nunca dejes pasar una oportunidad que te haga feliz a tí, aunque a los demás no les guste.",arrestan farmacéutico confesó haber saboteado vacunas coronavirus eu,Frase/Pensamiento
7695,El martes en el templo que se esconde tras sus piernas encontré el reloj perdido tras un lunes de fiesta. #martesmge,martes templo esconde tras piernas encontré reloj perdido tras lunes fiesta martesmge,Microficción
724,"El ""Me caes mal"" a primera vista, si existe.",extiende cdmx semáforo rojo siguiente semana,Frase/Pensamiento
6452,"La noche de aquel martes la manada de unicornios que pintaba en la pared debajo de la cama cada vez que sus padres discutían salieron al galope dibujando un arcoiris en el cielo y le llevaron con ellos, haciendo creer al mundo que había caído por la ventana.  #martesmge",noche aquel martes manada unicornios pintaba pared debajo cama cada vez padres discutían salieron galope dibujando arcoiris cielo llevaron haciendo creer mundo caído ventana martesmge,Microficción
7731,"Las palomas, al unísono, cayeron en picado contra los peatones. Las arañas atacaron a los conductores. Querían acabar con la plaga.",palomas unísono cayeron picado peatones arañas atacaron conductores querían acabar plaga,Microficción
6639,"El martes en la oficina todos son increíblemente educados después de que, un mal lunes, la secretaria, harta, grapara a la mesa esa mano larga.",martes oficina increíblemente educados después mal lunes secretaria harta grapara mesa mano larga,Microficción
1638,"""Y hay días en que no se necesitan palabras, sólo música.""",dinero galvanochoa últimas horas peso perdido frente dólar volvió nivel promedio mercado bursátil particularmente empresas grupo slim bajo valor acciones,Frase/Pensamiento
6485,"Por favor que deje de llover, gimió la pequeña secuestrada. El aguacero cesó demasiado tarde",favor deje llover gimió pequeña secuestrada aguacero cesó demasiado tarde,Microficción
6505,-¡Corrupción! ¿Aquí?- gritó ofendido el delegado cerrando el cajón lleno de billetes.,corrupción aquí gritó ofendido delegado cerrando cajón lleno billetes,Microficción
847,"""Sólo tú y yo sabemos lo que pasó y sigue pasando.""",congresistas piden fbi investigación penal trump presiones georgia,Frase/Pensamiento
3771,"Reanudarán operaciones este martes líneas 4, 5 y 6 del Metro tras incendio
https://t.co/MlcTF5MsUD https://t.co/DkH7tM7QxS",importa pase prometí siempre aquí aunque hables,Noticia
5161,"@CajonRelatos -Surgió entre las olas. Una hermosa sirena que con su canto me llevó a la locura. No pude evitarlo. Este ser... ¿Qué tipo de ser dijo que era?
- Elemental, querido Watson. #mismofinal",cajonrelatos surgió olas hermosa sirena canto llevó locura pude evitarlo ser tipo ser dijo elemental querido watson mismofinal,Microficción
4379,"‘Puebla sin tauromaquia’, Regil y Derbez alzan la voz para prohibir las corridas de toros | #Videos
https://t.co/5MOpo0bVsp https://t.co/6YYet2Gc3J",importante reír reír juntos,Noticia
672,"""A veces no hay próxima vez, no hay segundas oportunidades, a veces es ahora o nunca.""",youtuber registra precandidato diputado federal morena,Frase/Pensamiento
4373,"Despegará el turismo en 2021, pero no al nivel pre pandemia: Sectur https://t.co/yoixohcbH6 https://t.co/0JRVcMdnNv",orgullo podrá hacer sentir fuerte jamás hará sentir feliz,Noticia
7103,@Marina_Lunae -No lo pude evitar - reconoció el fantasma decapitado. - Es tan hermosa... No pude evitar perder la cabeza por ella.,marina_lunae pude evitar reconoció fantasma decapitado tan hermosa pude evitar perder cabeza,Microficción
3320,"#AristeguiEnVivo | En unos minutos, el doctor Alejandro Gertz Manero, titular de @FGRMexico, conversará con Carmen Aristegui sobre la decisión de no ejercer acción penal contra el general Salvador Cienfuegos Zepeda.

Aquí puedes escucharlo 👉 https://t.co/Yr4FpDQ4AE https://t.co/W20apf5XTT",breve quiero sólo fin,Noticia
4233,Será difícil que el Senado encuentre culpable a Trump: abogado https://t.co/1T66i6BEnZ https://t.co/c1wlbXVtf6,si van querer ratos mejor quieran,Noticia
5865,"Un martes perdido en una isla, otro bajo las estrellas o en Singapur... Phileas Fogg fantaseaba con regresar a casa.",martes perdido isla bajo estrellas singapur phileas fogg fantaseaba regresar casa,Microficción
6120,Tras la III Guerra Mundial la sociedad se dividió entre quienes mutaron y los que pudieron refugiarse en un búnker,tras iii guerra mundial sociedad dividió mutaron pudieron refugiarse búnker,Microficción
1549,Ignorando no se olvida.,vida mariposas niñonautas kirén miret,Frase/Pensamiento
6999,El martes saldré a la calle a regalar galletas envenenadas. El periódico tiene razón y alguien tiene que hacer algo: esta ciudad está superpoblada. #martesmge,martes saldré calle regalar galletas envenenadas periódico razón alguien hacer ciudad superpoblada martesmge,Microficción
5485,"Ella es luz. Irradia un calor que llena el espíritu y el corazón, pero también inalcanzable. Tiene la maldición de enamorar a quien conoce, condenada a ver cómo se rompen cientos de corazones por no poder unirse a ella.",luz irradia calor llena espíritu corazón inalcanzable maldición enamorar conoce condenada ver cómo rompen cientos corazones poder unirse,Microficción
7061,Apoyada en la barra del bar nuestras miradas no dejan de sostenerse. Haces un discreto gesto con el dedo. Has ido con la banda que toca en directo así que nos trasladamos al baño para hacer nuestra fiesta personal en el baño.,apoyada barra bar miradas dejan sostenerse haces discreto gesto dedo ido banda toca directo así trasladamos baño hacer fiesta personal baño,Microficción
6713,"-Esa fotografía no te hace justicia.
-No, esa la hago yo por mi cuenta. #juevesconcuento",fotografía hace justicia hago cuenta juevesconcuento,Microficción
4160,"#AristeguiEnVivo Este fin de semana, Francia detectó el primer caso de la nueva variante del coronavirus. Se tata de un francés residente en Inglaterra . Por otro lado, ayer comenzó la vacunación en territorio galo. Detalles con @FlorenciaMXFR, periodista https://t.co/JbR7C8G48K https://t.co/z1x4dU4E5U",juzgues conozcas hables hablado conmigo,Noticia
1787,"""Las lágrimas son la forma en que tu cuerpo habla cuando tu boca no puede explicar el dolor que siente.""",mantienen tarjeta amarilla multa messi rendirle homenaje maradona,Frase/Pensamiento
4332,"Covid-19: Los picos de contagios confirmados en enero | GIF
https://t.co/hR4CAtfHHZ https://t.co/O1AMwOf1cp",sabemos camino éxito través talento esfuerzo desvela encontrar atajo,Noticia
7199,"Cada noche la extrañaba, con pasión, con melancolía. Fantaseaba con su olor, con el roce de sus dedos, el calor de su piel, el cosquilleo de su cabello. La pasión que ella había olvidado ardía en él.",cada noche extrañaba pasión melancolía fantaseaba olor roce dedos calor piel cosquilleo cabello pasión olvidado ardía,Microficción
6642,"A medianoche, las estufas del mundo dejaron escapar su gas.",medianoche estufas mundo dejaron escapar gas,Microficción
6283,@historiasmini Su dislexia la llevó a morir virgen. Leyó que la primera vez tenía que ser espacial.,historiasmini dislexia llevó morir virgen leyó primera vez ser espacial,Microficción
7503,@dongotes Muchas gracias 😊,dongotes muchas gracias,Microficción
45,La gota que derramó el vaso💜 https://t.co/RadjlrkhF4,aristeguienvivo pasado domingo sandra esther vaca cortés identificada periodista parte red prostitución funcionaba interior pri preregistró aspirante diputación federal,Frase/Pensamiento
3358,Toma del Capitolio revela trato diferenciado de la policía a manifestantes: Basáñez https://t.co/36AY93jt5d https://t.co/E3KHs1LG6C,lejos cerca,Noticia
5952,Cuando robaron el telón los más pobres vistieron de terciopelo.,robaron telón pobres vistieron terciopelo,Microficción
3756,"Pasan de 150 mil las muertes por Covid-19 en México; hay 1 millón 771 mil 740 contagios acumulados | Gráficas
https://t.co/lXaqMHT1oi https://t.co/QWnqQS9fu3",ausencia alguien importa puede quitarte ganas,Noticia
3230,"#AristeguiEnVivo | El sector privado propuso apoyar en la distribución y aplicación de vacunas, pero a la vez pide que el Gobierno Federal les venda dosis para que inmunicen a sus trabajadores y a quienes deseen hacerlo antes. Detalles con Zacarías Ramírez https://t.co/VYRjJ7EWW8 https://t.co/LbQJtVFQjQ",quedarte mirando persona darte cuenta cada día gusta,Noticia
6622,"Sabía que no podía salir nada bueno de aquel lugar maldito, sin embargo iba casi a diario, tentando a la suerte, marchitándose poco a poco. Estaba condenado a perder su vida allí, pero ¿cómo rebelarse y dejar de ir a la oficina?
#monoficción",sabía podía salir bueno aquel lugar maldito embargo iba casi diario tentando suerte marchitándose condenado perder vida allí cómo rebelarse dejar ir oficina monoficción,Microficción
5345,"-Es en estas circunstancias en la que te das cuenta lo ridículo que puede llegar a ser un hombre.
-Y dale.
-Mi prótesis es un brazo biónico que me permitirá romper la pared para que escapemos. ¿Y la tuya?
-Seguro que en algún momento usamos mi ciberpene.
#juevesautomata",circunstancias das cuenta ridículo puede llegar ser hombre dale prótesis brazo biónico permitirá romper pared escapemos seguro algún momento usamos ciberpene juevesautomata,Microficción
2929,"#AristeguiEnVivo | Hay una actitud de venganza contra Julian Assange por inaugurar una forma del derecho a la información global. La postura de México es un gesto importante de deslinde ante la política de EE.UU.: @fabriziomejia, escritor https://t.co/MOGaNF7YnR https://t.co/hCqHIRnRSj",embargo todavía gusta muchísimo primer día incluso,Noticia
6554,"Acostado, se preguntaba cuántas miles de historias estarían sucediendo en ese instante. Muchos de sus protagonistas envidiaban estar acostados.
#locosinfinitos",acostado preguntaba cuántas miles historias sucediendo instante protagonistas envidiaban acostados locosinfinitos,Microficción
5774,"30. SACUDIDA
Una sacudida le sacó de su sopor. Estaba a oscuras, encerrado. Trató de gritar pero tenía la boca seca y apenas salió un gruñido. Pataleó y  empujó con las piernas lo que parecía una tapa. Su salida del ataúd provocó 9 infartos.
#cuentober",sacudida sacudida sacó sopor oscuras encerrado trató gritar boca seca apenas salió gruñido pataleó empujó piernas parecía tapa salida ataúd provocó infartos cuentober,Microficción
4986,Le llamaban mujer florero pero realmente era musa de escritores.,llamaban mujer florero realmente musa escritores,Microficción
6409,SUPERHÉROES. Flash pasó a la historia como el peor amante conocido. No siempre es bueno ser el más rápido.,superhéroes flash pasó historia peor amante conocido siempre bueno ser rápido,Microficción
7381,-Si no eres mía no serás de nadie- le susurró tras la segunda cuchillada. Y el pobre pendejo pensaba que era un acto de amor. #monoficción,si nadie susurró tras segunda cuchillada pobre pendejo pensaba acto amor monoficción,Microficción
3548,"Biden Inauguration Day | El himno de EU, en voz de Lady Gaga | #Video
https://t.co/mfUK1ibIww https://t.co/NiT90hRQR3",camino escojas lleve siempre felicidad,Noticia
780,"Una cara bonita, no significa un lindo corazón.",reino unido reporta récord casos diarios coronavirus causa preocupación extrema,Frase/Pensamiento
3501,Israel comienza a vacunar contra la Covid a los nacidos antes de 2004 https://t.co/GbgkfB4TBY https://t.co/j5H9BWs6xG,tres cosas vida van regresan jamás palabras tiempo oportunidades,Noticia
6247,"-¿Te vas?
-Para no volver, amigo.
-¿Muy lejos? 
-A África.
-Pero allí ni luz hay.
-Ajá.
-¿Me regalas tu tele y tu Xbox?
#LimaFiccion",vas volver amigo lejos áfrica allí luz ajá regalas tele xbox limaficcion,Microficción
3839,Asalto al Capitolio; ratifican triunfo de Joe Biden y Kamala Harris https://t.co/zFKW2HjcP2 https://t.co/nBxV6jzT24,mejor manera ser feliz alguien aprender ser feliz sólo así compañía elección necesidad,Noticia
4610,Destaca Gasman incorporación del tema de violencia de género a la estrategia de seguridad https://t.co/RPFeMVdAOC https://t.co/tdai1pwfZI,perfume trae recuerdos,Noticia
1213,"1:Stalkear. 
2:Encontrar pruebas a tus sospechas. 
3:Morir de celos.
4:No poder decir nada.
5:Jurar que no volvés a stalkear.
6:Volver al 1.",amlo grupo riesgo covid19 detectó tiempo doctor,Frase/Pensamiento
7582,"La puerta caprichosa que es tu boca me confunde y me doblega. A veces lejos es cerca, otras estando tan cerca que casi somos uno, me aleja con un directo hecho palabras. Ha sido así que lo he entendido: ""qué importa ser poeta o ser basura"".
#locosinfinitos
https://t.co/eaBEZAOzup",puerta caprichosa boca confunde doblega veces lejos cerca tan cerca casi aleja directo hecho palabras sido así entendido importa ser poeta ser basura locosinfinitos,Microficción
1943,"Ese día morí yo, no tú. Así que, no intentes comprender como me siento siendo mi asesino.",truena ackerman morena designación salgado macedonio,Frase/Pensamiento
558,"No quiero un final feliz, solo una historia que nunca termine.",reina elizabeth duque edimburgo reciben vacuna anticovid,Frase/Pensamiento
3246,"Hay una nueva Casa Blanca con Biden: disciplina, diversidad, perros y distanciamiento social
https://t.co/jCyYn9HZKz https://t.co/LvB59cT8Am",cómo cambian cosas tan tiempo,Noticia
6432,"FUTURO. - ¿Sabías que hace un par de décadas aún te pagaban por trabajar? – Deja de decir chorradas y corre más, yo no vuelvo a la fábrica.",futuro sabías hace par décadas aún pagaban trabajar deja decir chorradas corre vuelvo fábrica,Microficción
7023,@Carmeliuox Muchas gracias por tu retuit. ¡Te animas a conocer más microrrelatos míos? Publico todos los días de los féneros más variados :),carmeliuox muchas gracias retuit animas conocer microrrelatos publico días féneros variados,Microficción
2952,"El fiscal Alejandro Gertz defendió la decisión de la FGR de no ejercer acción penal contra el general Cienfuegos, acusó a la #DEA de no enviar todas las pruebas en su contra  y se lanzó contra los “linchadores” que piden al presidente que lo remueva 

👉 https://t.co/Fac0FxTQKx https://t.co/21fh22OlMl",jamás permitas orgullo acabe felicidad,Noticia
4596,"Se ponen Águilas en plan prehispánico | Fotonota
https://t.co/VeXhTof4kd https://t.co/j1JgGzrjQr",razón amor eternos enemigos,Noticia
4090,¿Por qué se registró un 'apagón en México? y el ambulantaje frente a la pandemia | #ColumnasPolíticas de este martes https://t.co/ZzjQb05xs6 https://t.co/1JztvcFrMX,si duele importa,Noticia
6129,Eris había escapado para volver a entregar su manzana de discordia. Él rechazó el fruto solo quería seguir adelante. Ella la devoró deseando hacer explotar el mundo con una pataleta cósmica. Cualquier cosa que sirviera que le hiciera sentir viva. #asilooscuro https://t.co/3lAEpKqTMZ,eris escapado volver entregar manzana discordia rechazó fruto solo quería seguir adelante devoró deseando hacer explotar mundo pataleta cósmica cualquier cosa sirviera hiciera sentir viva asilooscuro,Microficción
905,"No pienso en otra cosa, solo pienso en tu boca con mi boca.",demócratas presentan resolución juicio político trump incitar insurrección,Frase/Pensamiento
3948,"Ante la pandemia, llaman a apoyar empresas que tienen de 1 a 10 trabajadores | #Entérate
https://t.co/HXzTjz2BAm https://t.co/IyFMl74Q8o",enseñaste cielo arriba sino lado,Noticia
